-999,997.49407,32.50000,27.37598,11.29377,-999,-999,-999,0.28611,0.29032,0.42705,0.38563,0.38975,0.11217,0.25385,0.26448,204201010,213220031,6.96415,379.6,33.4,2019-06-30 21:00:00
-999,997.42388,32.51000,27.41699,11.32491,-999,-999,-999,0.28647,0.29041,0.42220,0.38902,0.39699,0.10924,0.25302,0.26741,204200234,213220034,6.97113,380.3,33.4,2019-06-30 21:00:03
-999,997.22174,32.51000,27.34473,11.28502,-999,-999,-999,0.28226,0.28867,0.42513,0.38563,0.39030,0.10722,0.25082,0.26457,210400124,213220032,4.58027,380.6,33.4,2019-06-30 21:00:06
-999,997.33673,32.51000,27.16895,11.18763,-999,-999,-999,0.28290,0.29188,-999,-999,-999,-999,-999,-999,-999,-999,-999,380.9,33.4,2019-06-30 21:00:12
-999,997.62280,32.51000,27.19043,11.19956,-999,-999,-999,0.28464,0.29271,0.42275,0.38435,0.39296,0.10466,0.24835,0.26118,210130431,213220032,5.39262,379.8,33.4,2019-06-30 21:00:21
-999,997.34924,32.52000,27.19043,11.20808,-999,-999,-999,0.28052,0.28821,0.41963,0.37747,0.39241,0.10438,0.25064,0.26201,202411323,213220024,9.62240,380.3,33.4,2019-06-30 21:00:25
-999,997.33325,32.50000,27.12793,11.15631,-999,-999,-999,0.28473,0.29161,-999,-999,-999,-999,-999,-999,-999,-999,-999,381.6,33.4,2019-06-30 21:00:28
-999,997.44610,32.52000,27.12891,11.17388,-999,-999,-999,0.28611,0.29225,0.41743,0.38050,0.38911,0.10081,0.25009,0.25999,203334432,213220030,8.07352,382.5,33.4,2019-06-30 21:00:34
-999,997.53887,32.51000,27.09766,11.14797,-999,-999,-999,0.28272,0.29216,0.42394,0.38884,0.39067,0.11070,0.25247,0.26402,212012230,213220030,2.42951,382.0,33.4,2019-06-30 21:00:37
-999,997.51513,32.52000,27.04590,11.12763,-999,-999,-999,0.28281,0.29170,-999,-999,-999,-999,-999,-999,-999,-999,-999,384.4,33.4,2019-06-30 21:00:43
-999,997.23559,32.51000,27.10742,11.15340,-999,-999,-999,0.28427,0.29133,0.43008,0.39186,0.39672,0.10905,0.25587,0.26815,210440333,213220030,4.30056,382.3,33.4,2019-06-30 21:00:48
-999,997.25469,32.50000,27.04492,11.11006,-999,-999,-999,0.28492,0.29115,-999,-999,-999,-999,-999,-999,-999,-999,-999,383.6,33.5,2019-06-30 21:00:51
